time,lat,lng,demand
"05:00",25.07,121.66,1
"05:00",25.03,121.422,1
"05:00",24.98,121.526,1
"05:00",22.988,120.198,1
"05:00",23.009,120.191,1
"05:00",24.96,121.306,1
"05:00",25.013,121.305,1
"05:00",25.076,121.435,1
"05:00",25.023,121.435,1
"05:00",25.047,121.541,1
"05:00",24.168,120.666,1
"05:00",25.043,121.546,1
"05:00",25.03,121.552,1
"05:00",23.024,120.223,1
"05:00",25.06,121.505,1
"05:00",24.239,120.565,1
"05:00",25.018,121.296,1
"05:00",25.008,121.2,1
"05:00",25.128,121.483,1
"05:00",25.108,121.856,1
"05:00",24.107,120.691,1
"05:00",22.633,120.31,1
"05:00",25.115,121.538,1
"05:00",25.014,121.541,1
"05:00",22.726,120.278,1
"05:00",22.999,120.154,1
"05:00",25.06,121.279,1
"05:00",24.906,121.153,1
"05:00",25.015,121.536,1
"05:00",25.025,121.454,1
"05:00",25.022,121.436,1
"05:00",25.113,121.514,1
"05:00",25.012,121.54,1
"05:00",25.018,121.3,1
"05:00",23.012,120.192,1
"05:00",25.074,121.287,1
"05:00",22.622,120.304,1
"05:00",24.961,121.223,1
"05:00",24.803,120.986,1
"05:00",25.046,121.39,1
"05:00",25.194,121.43,1
"05:00",24.956,121.354,1
"05:00",23.63,120.894,1
"05:00",25.032,121.555,1
"05:00",25.056,121.586,1
"05:00",25.022,121.312,1
"05:00",25.035,121.221,1
"05:00",25.037,121.365,1
"05:00",25.073,121.519,1
"05:00",24.99,121.516,1
"05:00",25.041,121.45,1
"05:00",25.142,121.384,1
"05:00",25.056,121.622,1
"05:00",25.056,121.356,1
"05:00",24.981,121.344,1
"05:00",25.074,121.372,1
"05:00",25.043,121.57,1
"05:00",24.149,120.664,1
"05:00",24.968,121.296,1
"05:00",25.117,121.527,1
"05:00",22.611,120.298,1
"05:00",24.965,121.435,1
"05:00",24.956,121.201,1
"05:00",25.077,121.546,1
"05:00",25.038,121.092,1
"05:00",24.801,120.972,1
"05:00",22.999,120.199,1
"05:00",25.041,121.552,1
"05:00",22.627,120.313,1
"05:00",24.995,121.312,1
"05:00",22.63,120.31,1
"05:00",25.041,121.581,1
"05:00",24.908,121.284,1
"05:00",22.928,120.286,1
"05:00",25.04,121.29,1
"05:00",24.779,121.024,1
"05:00",25.026,121.302,1
"05:00",25.016,121.306,1
"05:00",25.03,121.531,1
"05:00",25.129,121.505,1
"05:00",25.057,121.495,1
"05:00",24.177,120.644,1
"05:00",25.055,121.598,1
"05:00",25.062,121.541,1
"05:00",24.988,121.312,1
"05:00",24.999,121.556,1
"05:00",22.617,120.356,1
"05:00",25.042,121.44,1
"05:00",24.981,121.455,1
"05:00",24.972,121.547,1
"05:00",25.067,121.365,1
"05:00",22.653,120.356,1
"05:00",24.91,121.149,1
"05:00",25.086,121.716,1
"05:00",25.027,121.555,1
"05:00",25.06,121.289,1
"05:00",25.07,121.513,1
"05:00",24.965,121.431,1
"05:00",25.021,121.546,1
"05:00",25.003,121.521,1
"05:00",25.051,121.526,1
"05:00",22.962,120.185,1
"05:00",24.839,121.01,1
"05:00",24.134,120.651,1
"05:00",25.073,121.28,1
"05:00",24.941,121.26,1
"05:00",22.991,120.161,1
"05:00",24.928,121.307,1
"05:00",25.053,121.301,1
"05:00",25.078,121.589,1
"05:00",25.082,121.375,1
"05:00",25.02,121.555,1
"05:00",22.985,120.241,1
"05:00",24.987,121.316,1
"05:00",25.131,121.746,1
"05:00",24.793,121.014,1
"05:00",24.982,121.373,1
"05:00",24.963,121.225,1
"05:00",24.219,120.749,1
"05:00",24.953,121.345,1
"05:00",23.005,120.207,1
"05:00",25.075,121.373,1
"05:00",25.144,121.715,1
"05:00",25.05,121.205,1
"05:00",24.18,120.645,1
"05:00",25.045,121.21,1
"05:00",23.823,120.579,1
"05:00",25.005,121.497,1
"05:00",25.109,121.742,1
"05:00",25.066,121.365,1
"05:00",25.056,121.597,1
"05:00",23.04,120.244,1
"05:00",22.616,120.315,1
"05:00",24.905,121.209,1
"05:00",22.618,120.354,1
"05:00",24.805,120.964,1
"05:00",24.84,121.008,1
"05:00",24.98,121.479,1
"05:00",22.93,120.286,1
"05:00",25.127,121.505,1
"05:00",25.002,121.514,1
"05:00",25.073,121.573,1
"05:00",24.974,121.534,1
"05:00",24.917,121.201,1
"05:00",24.964,121.296,1
"05:00",25.08,121.548,1
"05:00",25.013,121.299,1
"05:00",24.998,121.51,1
"05:00",23,120.196,1
"05:00",25.114,121.522,1
"05:00",25.022,121.48,1
"05:00",24.837,121.023,1
"05:00",24.941,121.272,1
"05:00",25.076,121.519,1
"05:00",22.696,120.297,1
"05:00",24.944,121.259,1
"05:00",25.132,121.746,1
"05:00",25.036,121.528,1
"05:00",22.641,120.375,1
"05:00",25.06,121.598,1
"05:00",25.037,121.579,1
"05:00",24.968,121.351,1
"05:00",22.641,120.32,1
"05:00",25.061,121.58,1
"05:00",24.939,121.259,1
"05:00",25.065,121.504,1
"05:00",24.985,121.46,1
"05:00",24.177,120.64,1
"05:00",24.945,121.377,1
"05:00",23,120.199,1
"05:00",25.198,121.432,1
"05:00",25.034,121.554,1
"05:00",25.022,121.302,1
"05:00",25.078,121.549,1
"05:00",25.048,121.435,1
"05:00",25.017,121.513,1
"05:00",25.033,121.567,1
"05:00",25.043,121.55,1
"05:00",24.952,121.347,1
"05:00",25.116,121.77,1
"05:00",25.007,121.521,1
"05:00",24.992,121.307,1
"05:00",25.024,121.5,1
"05:00",25.089,121.526,1
"05:00",25.017,121.549,1
