iRent平假日,經緯度後三位,小時,想租未租筆數,kepler_time
"假日","24.166,120.713",8,1,"08:00"
"假日","22.792,120.299",8,1,"08:00"
"假日","25.131,121.493",8,1,"08:00"
"假日","25.014,121.295",8,1,"08:00"
"假日","22.924,120.285",8,1,"08:00"
"假日","24.806,120.955",8,1,"08:00"
"假日","25.052,121.367",8,1,"08:00"
"假日","25.115,121.465",8,1,"08:00"
"假日","24.972,121.546",8,1,"08:00"
"假日","24.966,121.543",8,1,"08:00"
"假日","24.965,121.533",8,1,"08:00"
"假日","25.042,121.570",8,1,"08:00"
"假日","25.002,121.550",8,1,"08:00"
"假日","24.977,121.346",8,1,"08:00"
"假日","24.979,121.535",8,1,"08:00"
"假日","24.807,120.971",8,1,"08:00"
"假日","22.584,120.323",8,1,"08:00"
"假日","25.078,121.292",8,1,"08:00"
"假日","25.066,121.525",8,1,"08:00"
"假日","24.984,121.283",8,1,"08:00"
"假日","24.994,121.488",8,1,"08:00"
"假日","24.777,121.517",8,1,"08:00"
"假日","25.029,121.421",8,1,"08:00"
"假日","22.688,120.309",8,1,"08:00"
"假日","25.081,121.442",8,1,"08:00"
"假日","25.001,121.563",8,1,"08:00"
"假日","24.739,121.087",8,1,"08:00"
"假日","24.921,121.073",8,1,"08:00"
"假日","24.093,120.699",8,1,"08:00"
"假日","22.644,120.332",8,1,"08:00"
"假日","25.098,121.225",8,1,"08:00"
"假日","23.320,120.622",8,1,"08:00"
"假日","24.807,120.963",8,1,"08:00"
"假日","24.967,121.323",8,1,"08:00"
"假日","25.042,121.525",8,1,"08:00"
"假日","24.987,121.444",8,1,"08:00"
"假日","25.086,121.488",8,1,"08:00"
"假日","25.168,121.447",8,1,"08:00"
"假日","24.231,120.567",8,1,"08:00"
"假日","24.997,121.504",8,1,"08:00"
"假日","25.133,121.503",8,1,"08:00"
"假日","24.973,121.266",8,1,"08:00"
"假日","24.129,120.583",8,1,"08:00"
"假日","25.072,121.609",8,1,"08:00"
"假日","24.111,120.612",8,1,"08:00"
"假日","24.070,120.543",8,1,"08:00"
"假日","25.009,121.280",8,1,"08:00"
"假日","24.130,120.615",8,1,"08:00"
"假日","23.005,120.177",8,1,"08:00"
"假日","22.638,120.314",8,1,"08:00"
"假日","24.914,121.146",8,1,"08:00"
"假日","24.221,120.573",8,1,"08:00"
"假日","24.812,120.955",8,1,"08:00"
"假日","25.072,121.436",8,1,"08:00"
"假日","25.064,121.534",8,1,"08:00"
"假日","24.803,120.983",8,1,"08:00"
"假日","22.641,120.299",8,1,"08:00"
"假日","22.653,120.286",8,1,"08:00"
"假日","25.006,121.456",8,1,"08:00"
"假日","23.957,120.576",8,1,"08:00"
"假日","25.055,121.481",8,1,"08:00"
"假日","25.080,121.580",8,1,"08:00"
"假日","22.606,120.326",8,1,"08:00"
"假日","25.171,121.434",8,1,"08:00"
"假日","25.244,121.404",8,1,"08:00"
"假日","25.180,121.455",8,1,"08:00"
"假日","23.438,120.337",8,1,"08:00"
"假日","25.006,121.463",8,1,"08:00"
"假日","23.564,119.571",8,1,"08:00"
"假日","24.507,120.823",8,1,"08:00"
"假日","25.052,121.564",8,1,"08:00"
"假日","25.077,121.394",8,1,"08:00"
"假日","23.021,120.249",8,1,"08:00"
"假日","23.669,120.420",8,1,"08:00"
"假日","22.622,120.287",8,1,"08:00"
"假日","25.051,121.448",8,1,"08:00"
"假日","25.125,121.455",8,1,"08:00"
"假日","25.037,121.524",8,1,"08:00"
"假日","24.992,121.487",8,1,"08:00"
"假日","22.618,120.302",8,1,"08:00"
"假日","25.134,121.462",8,1,"08:00"
"假日","25.060,121.221",8,1,"08:00"
"假日","25.055,121.511",8,1,"08:00"
"假日","25.009,121.444",8,1,"08:00"
"假日","24.983,121.553",8,1,"08:00"
"假日","24.961,121.528",8,1,"08:00"
"假日","25.043,121.436",8,1,"08:00"
"假日","25.070,121.582",8,1,"08:00"
"假日","24.737,121.097",8,1,"08:00"
"假日","22.630,120.337",8,1,"08:00"
"假日","25.076,121.395",8,1,"08:00"
"假日","25.129,121.734",8,1,"08:00"
"假日","25.091,121.461",8,1,"08:00"
"假日","22.654,120.289",8,1,"08:00"
"假日","22.674,120.298",8,1,"08:00"
"假日","24.956,121.533",8,1,"08:00"
"假日","23.608,120.255",8,1,"08:00"
"假日","25.066,121.600",8,1,"08:00"
"假日","22.983,120.323",8,1,"08:00"
"假日","24.942,121.384",8,1,"08:00"
"假日","24.910,121.435",8,1,"08:00"
"假日","25.007,121.520",8,1,"08:00"
"假日","22.685,120.318",8,1,"08:00"
"假日","25.031,121.704",8,1,"08:00"
"假日","23.024,120.252",8,1,"08:00"
"假日","25.084,121.564",8,1,"08:00"
"假日","25.074,121.388",8,1,"08:00"
"假日","23.007,120.205",8,1,"08:00"
"假日","25.028,121.562",8,1,"08:00"
"假日","25.068,121.362",8,1,"08:00"
"假日","24.803,120.996",8,1,"08:00"
"假日","22.634,120.301",8,1,"08:00"
"假日","23.758,120.472",8,1,"08:00"
"假日","24.809,120.966",8,1,"08:00"
"假日","25.022,121.529",8,1,"08:00"
"假日","25.047,121.547",8,1,"08:00"
"假日","24.958,121.296",8,1,"08:00"
"假日","25.060,121.525",8,1,"08:00"
"假日","24.954,121.244",8,1,"08:00"
"假日","23.680,121.214",8,1,"08:00"
"假日","24.998,121.557",8,1,"08:00"
"假日","22.995,120.163",8,1,"08:00"
"假日","25.030,121.570",8,1,"08:00"
"假日","24.054,120.702",8,1,"08:00"
"假日","25.039,121.530",8,1,"08:00"
"假日","24.236,120.580",8,1,"08:00"
"假日","25.054,121.448",8,1,"08:00"
"假日","24.981,121.460",8,1,"08:00"
"假日","25.061,121.445",8,1,"08:00"
"假日","24.489,120.812",8,1,"08:00"
"假日","24.953,121.420",8,1,"08:00"
"假日","24.997,121.450",8,1,"08:00"
"假日","24.955,121.220",8,1,"08:00"
"假日","25.109,121.491",8,1,"08:00"
"假日","23.571,120.539",8,1,"08:00"
"假日","23.015,120.181",8,1,"08:00"
"假日","25.006,121.319",8,1,"08:00"
"假日","25.020,121.525",8,1,"08:00"
"假日","24.987,121.179",8,1,"08:00"
"假日","24.093,120.696",8,1,"08:00"
"假日","24.990,121.448",8,1,"08:00"
"假日","24.786,121.664",8,1,"08:00"
"假日","25.125,121.736",8,1,"08:00"
"假日","24.951,121.259",8,1,"08:00"
"假日","25.032,121.559",8,1,"08:00"
"假日","37.529,-121.945",8,1,"08:00"
"假日","25.074,121.589",8,1,"08:00"
"假日","25.043,121.383",8,1,"08:00"
"假日","25.084,121.460",8,1,"08:00"
"假日","25.026,121.500",8,1,"08:00"
"假日","24.952,121.426",8,1,"08:00"
"假日","24.499,120.802",8,1,"08:00"
"假日","24.994,121.450",8,1,"08:00"
"假日","25.042,121.622",8,1,"08:00"
"假日","25.057,121.639",8,1,"08:00"
"假日","25.065,121.456",8,1,"08:00"
"假日","24.335,120.907",8,1,"08:00"
"假日","22.984,120.249",8,1,"08:00"
"假日","23.016,120.218",8,1,"08:00"
"假日","25.026,121.537",8,1,"08:00"
"假日","25.088,121.494",8,1,"08:00"
"假日","25.007,121.202",8,1,"08:00"
"假日","25.094,121.492",8,1,"08:00"
"假日","24.944,121.214",8,1,"08:00"
"假日","22.726,120.329",8,1,"08:00"
"假日","25.055,121.593",8,1,"08:00"
"假日","24.954,121.226",8,1,"08:00"
"假日","25.072,121.378",8,1,"08:00"
"假日","22.973,120.243",8,1,"08:00"
"假日","25.049,121.486",8,1,"08:00"
"假日","24.992,121.467",8,1,"08:00"
"假日","24.988,121.339",8,1,"08:00"
"假日","24.947,121.236",8,1,"08:00"
"假日","22.635,120.351",8,1,"08:00"
"假日","22.602,120.337",8,1,"08:00"
"假日","25.066,121.615",8,1,"08:00"
"假日","25.064,121.655",8,1,"08:00"
"假日","25.037,121.436",8,1,"08:00"
"假日","25.050,121.552",8,1,"08:00"
"假日","25.010,121.469",8,1,"08:00"
"假日","25.006,121.448",8,1,"08:00"
"假日","24.995,121.505",8,1,"08:00"
"假日","25.042,121.547",8,1,"08:00"
"假日","25.063,121.538",8,1,"08:00"
"假日","22.614,120.319",8,1,"08:00"
"假日","24.137,120.671",8,1,"08:00"
"假日","24.940,121.246",8,1,"08:00"
"假日","24.813,121.313",8,1,"08:00"
"假日","25.049,121.617",8,1,"08:00"
"假日","25.076,121.365",8,1,"08:00"
"假日","24.991,121.575",8,1,"08:00"
"假日","24.715,121.732",8,1,"08:00"
"假日","24.217,120.572",8,1,"08:00"
"假日","23.510,120.495",8,1,"08:00"
"假日","22.979,120.228",8,1,"08:00"
"假日","25.121,121.471",8,1,"08:00"
"假日","24.188,120.615",8,1,"08:00"
"假日","24.634,120.914",8,1,"08:00"
"假日","24.984,121.571",8,1,"08:00"
"假日","25.025,121.506",8,1,"08:00"
"假日","24.811,120.965",8,1,"08:00"
"假日","24.135,120.671",8,1,"08:00"
"假日","24.964,121.308",8,1,"08:00"
"假日","22.981,120.236",8,1,"08:00"
"假日","24.954,121.540",8,1,"08:00"
"假日","25.185,121.451",8,1,"08:00"
"假日","23.735,120.416",8,1,"08:00"
"假日","22.632,120.355",8,1,"08:00"
"假日","25.037,121.136",8,1,"08:00"
"假日","25.016,121.307",8,1,"08:00"
"假日","22.643,120.328",8,1,"08:00"
"假日","24.110,120.676",8,1,"08:00"
"假日","24.969,121.444",8,1,"08:00"
"假日","24.059,120.606",8,1,"08:00"
"假日","23.374,120.352",8,1,"08:00"
"假日","25.068,121.595",8,1,"08:00"
"假日","23.994,121.631",8,1,"08:00"
"假日","25.043,121.391",8,1,"08:00"
"假日","22.605,120.336",8,1,"08:00"
"假日","24.989,121.333",8,1,"08:00"
"假日","25.094,121.499",8,1,"08:00"
"假日","24.983,121.461",8,1,"08:00"
"假日","24.995,121.194",8,1,"08:00"
"假日","25.082,121.240",8,1,"08:00"
"假日","24.634,120.866",8,1,"08:00"
"假日","24.861,121.501",8,1,"08:00"
"假日","24.811,120.971",8,1,"08:00"
"假日","25.023,121.534",8,1,"08:00"
"假日","24.942,121.527",8,1,"08:00"
"假日","24.974,121.527",8,1,"08:00"
"假日","24.955,121.231",8,1,"08:00"
"假日","25.002,121.349",8,1,"08:00"
"假日","24.785,121.013",8,1,"08:00"
"假日","24.953,121.239",8,1,"08:00"
"假日","25.049,121.296",8,1,"08:00"
"假日","25.000,121.539",8,1,"08:00"
"假日","24.964,121.313",8,1,"08:00"
"假日","25.073,121.406",8,1,"08:00"
"假日","25.040,121.507",8,1,"08:00"
"假日","25.063,121.563",8,1,"08:00"
"假日","25.004,121.343",8,1,"08:00"
"假日","25.065,121.527",8,1,"08:00"
"假日","25.012,121.206",8,1,"08:00"
"假日","22.678,120.304",8,1,"08:00"
"假日","25.082,121.582",8,1,"08:00"
"假日","24.985,121.560",8,1,"08:00"
"假日","22.720,120.288",8,1,"08:00"
"假日","25.024,121.409",8,1,"08:00"
"假日","24.950,121.366",8,1,"08:00"
"假日","25.048,121.565",8,1,"08:00"
"假日","25.031,121.515",8,1,"08:00"
"假日","25.062,121.658",8,1,"08:00"
"假日","24.991,121.281",8,1,"08:00"
"假日","22.754,120.295",8,1,"08:00"
"假日","25.079,121.376",8,1,"08:00"
"假日","24.148,121.237",8,1,"08:00"
"假日","24.988,121.192",8,1,"08:00"
"假日","25.078,121.500",8,1,"08:00"
"假日","24.092,120.695",8,1,"08:00"
"假日","24.984,121.560",8,1,"08:00"
"假日","25.077,121.471",8,1,"08:00"
"假日","23.357,120.357",8,1,"08:00"
"假日","24.990,121.289",8,1,"08:00"
"假日","25.077,121.467",8,1,"08:00"
"假日","25.024,121.268",8,1,"08:00"
"假日","24.970,121.379",8,1,"08:00"
"假日","25.081,121.570",8,1,"08:00"
"假日","24.956,121.228",8,1,"08:00"
"假日","25.010,121.209",8,1,"08:00"
"假日","25.133,121.499",8,1,"08:00"
"假日","25.036,121.569",8,1,"08:00"
"假日","25.127,121.473",8,1,"08:00"
"假日","24.992,121.330",8,1,"08:00"
"假日","25.099,121.523",8,1,"08:00"
"假日","23.625,120.248",8,1,"08:00"
"假日","25.033,121.515",8,1,"08:00"
"假日","24.996,121.300",8,1,"08:00"
"假日","22.634,120.347",8,1,"08:00"
"假日","25.050,121.369",8,1,"08:00"
"假日","25.071,121.470",8,1,"08:00"
"假日","24.727,121.647",8,1,"08:00"
"假日","25.050,121.582",8,1,"08:00"
"假日","24.175,120.768",8,1,"08:00"
"假日","25.012,121.318",8,1,"08:00"
"假日","24.802,120.975",8,1,"08:00"
"假日","25.079,121.584",8,1,"08:00"
"假日","24.153,120.616",8,1,"08:00"
"假日","24.156,120.733",8,1,"08:00"
"假日","24.993,121.480",8,1,"08:00"
"假日","25.120,121.526",8,1,"08:00"
"假日","24.958,121.422",8,1,"08:00"
"假日","25.024,121.495",8,1,"08:00"
"假日","25.013,121.310",8,1,"08:00"
"假日","24.996,121.308",8,1,"08:00"
"假日","24.973,121.308",8,1,"08:00"
"假日","24.900,121.308",8,1,"08:00"
"假日","25.094,121.392",8,1,"08:00"
"假日","24.213,120.571",8,1,"08:00"
"假日","22.656,120.283",8,1,"08:00"
"假日","23.297,120.373",8,1,"08:00"
"假日","24.991,121.288",8,1,"08:00"
"假日","25.064,121.504",8,1,"08:00"
"假日","25.067,121.504",8,1,"08:00"
"假日","25.092,121.520",8,1,"08:00"
"假日","24.942,121.246",8,1,"08:00"
"假日","25.034,121.433",8,1,"08:00"
"假日","25.019,121.312",8,1,"08:00"
"假日","25.047,121.581",8,1,"08:00"
"假日","25.056,121.277",8,1,"08:00"
"假日","25.029,121.453",8,1,"08:00"
"假日","24.128,120.687",8,1,"08:00"
"假日","25.022,121.478",8,1,"08:00"
"假日","25.078,121.528",8,1,"08:00"
"假日","24.159,120.613",8,1,"08:00"
"假日","24.996,121.515",8,1,"08:00"
"假日","25.001,121.506",8,1,"08:00"
"假日","25.031,121.524",8,1,"08:00"
"假日","24.988,121.295",8,1,"08:00"
"假日","24.147,120.641",8,1,"08:00"
"假日","24.929,121.273",8,1,"08:00"
"假日","25.010,121.559",8,1,"08:00"
"假日","23.026,120.118",8,1,"08:00"
"假日","24.958,121.644",8,1,"08:00"
"假日","25.001,121.554",8,1,"08:00"
"假日","25.014,121.526",8,1,"08:00"
"假日","23.457,120.321",8,1,"08:00"
"假日","25.075,121.568",8,1,"08:00"
"假日","24.237,120.555",8,1,"08:00"
"假日","22.658,120.317",8,1,"08:00"
"假日","24.992,121.339",8,1,"08:00"
"假日","24.120,120.662",8,1,"08:00"
"假日","24.993,121.499",8,1,"08:00"
"假日","24.957,121.293",8,1,"08:00"
"假日","24.219,120.568",8,1,"08:00"
"假日","25.030,121.363",8,1,"08:00"
"假日","24.968,121.303",8,1,"08:00"
"假日","25.048,121.592",8,1,"08:00"
"假日","25.071,121.514",8,1,"08:00"
"假日","25.008,121.509",8,1,"08:00"
"假日","23.406,120.335",8,1,"08:00"
"假日","22.657,120.284",8,1,"08:00"
"假日","24.116,120.678",8,1,"08:00"
"假日","22.993,120.227",8,1,"08:00"
"假日","24.979,121.573",8,1,"08:00"
"假日","22.726,120.330",8,1,"08:00"
"假日","25.064,121.491",8,1,"08:00"
"假日","25.063,121.193",8,1,"08:00"
"假日","24.244,120.718",8,1,"08:00"
"假日","25.119,121.513",8,1,"08:00"
"假日","24.209,120.579",8,1,"08:00"
"假日","24.984,121.456",8,1,"08:00"
"假日","23.131,120.308",8,1,"08:00"
"假日","24.828,121.030",8,1,"08:00"
"假日","25.001,121.555",8,1,"08:00"
"假日","24.983,121.567",8,1,"08:00"
"假日","25.081,121.476",8,1,"08:00"
"假日","25.060,121.564",8,1,"08:00"
"假日","25.072,121.515",8,1,"08:00"
"假日","25.031,121.566",8,1,"08:00"
"假日","24.188,120.610",8,1,"08:00"
"假日","25.067,121.661",8,1,"08:00"
"假日","25.139,121.501",8,1,"08:00"
"假日","25.070,121.587",8,1,"08:00"
"假日","25.016,121.472",8,1,"08:00"
"假日","23.460,120.324",8,1,"08:00"
"假日","25.063,121.500",8,1,"08:00"
"假日","25.014,121.216",8,1,"08:00"
"假日","24.970,121.393",8,1,"08:00"
"假日","25.084,121.509",8,1,"08:00"
"假日","23.242,120.472",8,1,"08:00"
"假日","24.964,121.233",8,1,"08:00"
"假日","24.963,121.315",8,1,"08:00"
"假日","22.724,120.288",8,1,"08:00"
"假日","24.125,120.625",8,1,"08:00"
"假日","25.072,121.478",8,1,"08:00"
"假日","24.796,120.960",8,1,"08:00"
"假日","24.827,121.017",8,1,"08:00"
"假日","25.107,121.442",8,1,"08:00"
"假日","24.745,121.085",8,1,"08:00"
"假日","25.026,121.511",8,1,"08:00"
"假日","24.775,121.020",8,1,"08:00"
"假日","25.025,121.413",8,1,"08:00"
"假日","25.042,121.533",8,1,"08:00"
"假日","23.736,120.417",8,1,"08:00"
"假日","22.997,120.212",8,1,"08:00"
"假日","25.049,121.407",8,1,"08:00"
"假日","24.158,120.733",8,1,"08:00"
"假日","23.922,121.588",8,1,"08:00"
"假日","25.030,121.438",8,1,"08:00"
"假日","25.011,121.469",8,1,"08:00"
"假日","25.015,121.527",8,1,"08:00"
"假日","24.807,121.784",8,1,"08:00"
"假日","22.979,120.238",8,1,"08:00"
"假日","24.118,120.623",8,1,"08:00"
"假日","22.567,120.313",8,1,"08:00"
"假日","24.172,120.734",8,1,"08:00"
"假日","24.960,121.271",8,1,"08:00"
"假日","22.976,120.210",8,1,"08:00"
"假日","22.999,120.242",8,1,"08:00"
"假日","25.028,121.419",8,1,"08:00"
"假日","23.555,120.432",8,1,"08:00"
"假日","24.265,120.735",8,1,"08:00"
"假日","25.083,121.441",8,1,"08:00"
"假日","25.170,121.441",8,1,"08:00"
"假日","25.062,121.632",8,1,"08:00"
"假日","23.007,120.214",8,1,"08:00"
"假日","25.026,121.414",8,1,"08:00"
"假日","25.127,121.721",8,1,"08:00"
"假日","24.979,121.412",8,1,"08:00"
"假日","24.177,120.683",8,1,"08:00"
"假日","22.709,120.300",8,1,"08:00"
"假日","24.141,120.706",8,1,"08:00"
"假日","24.847,121.560",8,1,"08:00"
"假日","24.836,120.996",8,1,"08:00"
"假日","23.709,120.543",8,1,"08:00"
"假日","24.193,120.609",8,1,"08:00"
"假日","25.121,121.467",8,1,"08:00"
"假日","24.957,121.231",8,1,"08:00"
"假日","25.046,121.444",8,1,"08:00"
"假日","24.587,120.749",8,1,"08:00"
"假日","24.997,121.558",8,1,"08:00"
"假日","25.089,121.490",8,1,"08:00"
"假日","25.022,121.419",8,1,"08:00"
"假日","25.045,121.445",8,1,"08:00"
"假日","24.184,120.621",8,1,"08:00"
"假日","25.053,121.514",8,1,"08:00"
"假日","25.071,121.608",8,1,"08:00"
"假日","25.046,121.519",8,1,"08:00"
"假日","25.118,121.536",8,1,"08:00"
"假日","22.623,120.286",8,1,"08:00"
"假日","25.086,121.485",8,1,"08:00"
"假日","24.963,121.147",8,1,"08:00"
"假日","25.168,121.462",8,1,"08:00"
"假日","24.798,120.991",8,1,"08:00"
"假日","25.090,121.441",8,1,"08:00"
"假日","22.976,120.201",8,1,"08:00"
"假日","22.651,120.299",8,1,"08:00"
"假日","24.800,120.988",8,1,"08:00"
"假日","25.013,121.205",8,1,"08:00"
"假日","25.080,121.587",8,1,"08:00"
"假日","23.982,120.628",8,1,"08:00"
"假日","24.485,120.698",8,1,"08:00"
"假日","24.182,120.685",8,1,"08:00"
"假日","24.236,120.724",8,1,"08:00"
"假日","25.082,121.439",8,1,"08:00"
"假日","24.954,121.348",8,1,"08:00"
"假日","22.977,120.213",8,1,"08:00"
"假日","25.070,121.643",8,1,"08:00"
"假日","24.727,121.085",8,1,"08:00"
"假日","25.059,121.511",8,1,"08:00"
"假日","25.054,121.578",8,1,"08:00"
"假日","22.634,120.309",8,1,"08:00"
"假日","25.080,121.381",8,1,"08:00"
"假日","25.076,121.493",8,1,"08:00"
"假日","24.932,121.283",8,1,"08:00"
"假日","23.457,120.323",8,1,"08:00"
"假日","23.461,120.323",8,1,"08:00"
"假日","22.591,120.315",8,1,"08:00"
"假日","25.078,121.511",8,1,"08:00"
"假日","25.057,121.470",8,1,"08:00"
"假日","22.978,120.286",8,1,"08:00"
"假日","25.012,121.517",8,1,"08:00"
"假日","23.902,120.683",8,1,"08:00"
"假日","24.750,121.055",8,1,"08:00"
"假日","24.175,120.627",8,1,"08:00"
"假日","25.017,121.578",8,1,"08:00"
"假日","22.621,120.302",8,1,"08:00"
"假日","24.997,121.306",8,1,"08:00"
"假日","22.686,120.312",8,1,"08:00"
"假日","24.825,121.034",8,1,"08:00"
"假日","24.993,121.469",8,1,"08:00"
"假日","25.082,121.556",8,1,"08:00"
"假日","22.976,120.212",8,1,"08:00"
"假日","24.789,121.002",8,1,"08:00"
"假日","22.569,120.349",8,1,"08:00"
"假日","22.650,120.280",8,1,"08:00"
"假日","25.050,121.289",8,1,"08:00"
"假日","25.087,121.581",8,1,"08:00"
"假日","24.980,121.264",8,1,"08:00"
"假日","22.640,120.282",8,1,"08:00"
"假日","25.039,121.464",8,1,"08:00"
"假日","25.086,121.467",8,1,"08:00"
"假日","25.119,121.469",8,1,"08:00"
"假日","25.045,121.389",8,1,"08:00"
"假日","25.099,121.713",8,1,"08:00"
"假日","24.992,121.283",8,1,"08:00"
"假日","24.962,121.295",8,1,"08:00"
"假日","24.955,121.216",8,1,"08:00"
"假日","24.154,120.694",8,1,"08:00"
"假日","25.063,121.641",8,1,"08:00"
"假日","25.049,121.580",8,1,"08:00"
"假日","24.835,121.009",8,1,"08:00"
"假日","24.965,121.214",8,1,"08:00"
"假日","24.806,120.961",8,1,"08:00"
"假日","24.994,121.295",8,1,"08:00"
"假日","22.980,120.220",8,1,"08:00"
"假日","24.753,121.762",8,1,"08:00"
"假日","25.065,121.378",8,1,"08:00"
"假日","25.065,121.517",8,1,"08:00"
"假日","24.803,120.986",8,1,"08:00"
"假日","25.059,121.653",8,1,"08:00"
"假日","25.090,121.443",8,1,"08:00"
"假日","24.925,121.294",8,1,"08:00"
"假日","25.066,121.611",8,1,"08:00"
"假日","25.026,121.519",8,1,"08:00"
"假日","25.068,121.503",8,1,"08:00"
"假日","24.803,120.990",8,1,"08:00"
"假日","24.993,121.300",8,1,"08:00"
"假日","24.999,121.467",8,1,"08:00"
"假日","25.027,121.434",8,1,"08:00"
"假日","25.053,121.544",8,1,"08:00"
"假日","24.981,121.528",8,1,"08:00"
"假日","25.030,121.517",8,1,"08:00"
"假日","25.001,121.513",8,1,"08:00"
"假日","24.818,119.646",8,1,"08:00"
"假日","25.025,121.495",8,1,"08:00"
"假日","24.124,120.692",8,1,"08:00"
"假日","22.645,120.316",8,1,"08:00"
"假日","25.020,121.566",8,1,"08:00"
"假日","24.432,118.331",8,1,"08:00"
"假日","24.818,121.018",8,1,"08:00"
"假日","24.946,121.230",8,1,"08:00"
"假日","25.061,121.391",8,1,"08:00"
"假日","25.057,121.449",8,1,"08:00"
"假日","24.989,121.491",8,1,"08:00"
"假日","25.134,121.495",8,1,"08:00"
"假日","25.030,121.534",8,1,"08:00"
"假日","24.648,121.088",8,1,"08:00"
"假日","25.111,121.516",8,1,"08:00"
"假日","24.774,121.036",8,1,"08:00"
"假日","24.936,121.297",8,1,"08:00"
"假日","22.998,120.185",8,1,"08:00"
"假日","24.663,121.815",8,1,"08:00"
"假日","23.042,120.279",8,1,"08:00"
"假日","24.953,121.501",8,1,"08:00"
"假日","25.041,121.593",8,1,"08:00"
"假日","22.982,120.241",8,1,"08:00"
"假日","22.588,120.326",8,1,"08:00"
"假日","22.983,120.239",8,1,"08:00"
"假日","23.026,120.261",8,1,"08:00"
"假日","25.001,121.420",8,1,"08:00"
"假日","25.000,121.544",8,1,"08:00"
"假日","25.065,121.459",8,1,"08:00"
"假日","25.049,121.459",8,1,"08:00"
"假日","24.997,121.489",8,1,"08:00"
"假日","24.987,121.318",8,1,"08:00"
"假日","25.078,121.283",8,1,"08:00"
"假日","24.989,121.211",8,1,"08:00"
"假日","25.018,121.322",8,1,"08:00"
"假日","24.786,120.989",8,1,"08:00"
"假日","25.078,121.509",8,1,"08:00"
"假日","24.928,121.243",8,1,"08:00"
"假日","25.046,121.523",8,1,"08:00"
"假日","24.957,121.415",8,1,"08:00"
"假日","25.105,121.533",8,1,"08:00"
"假日","24.804,121.034",8,1,"08:00"
"假日","24.803,120.964",8,1,"08:00"
"假日","25.041,121.580",8,1,"08:00"
"假日","24.160,120.731",8,1,"08:00"
"假日","22.997,120.184",8,1,"08:00"
"假日","25.056,121.468",8,1,"08:00"
"假日","24.932,121.254",8,1,"08:00"
"假日","22.688,120.313",8,1,"08:00"
"假日","25.067,121.450",8,1,"08:00"
"假日","24.963,121.222",8,1,"08:00"
"假日","24.981,121.307",8,1,"08:00"
"假日","24.255,120.723",8,1,"08:00"
"假日","25.078,121.358",8,1,"08:00"
"假日","24.262,120.716",8,1,"08:00"
"假日","25.049,121.368",8,1,"08:00"
"假日","25.088,121.587",8,1,"08:00"
"假日","25.040,121.593",8,1,"08:00"
"假日","25.003,121.420",8,1,"08:00"
"假日","25.061,121.564",8,1,"08:00"
"假日","24.952,121.228",8,1,"08:00"
"假日","24.244,120.721",8,1,"08:00"
"假日","24.977,121.146",8,1,"08:00"
"假日","25.018,121.482",8,1,"08:00"
"假日","25.027,121.567",8,1,"08:00"
"假日","22.979,120.218",8,1,"08:00"
"假日","24.803,121.029",8,1,"08:00"
"假日","24.982,121.240",8,1,"08:00"
"假日","25.186,121.422",8,1,"08:00"
"假日","25.013,121.294",8,1,"08:00"
"假日","25.113,121.518",8,1,"08:00"
"假日","23.005,120.239",8,1,"08:00"
"假日","25.062,121.516",8,1,"08:00"
"假日","25.024,121.526",8,1,"08:00"
"假日","25.126,121.744",8,1,"08:00"
"假日","25.047,121.550",8,1,"08:00"
"假日","25.110,121.518",8,1,"08:00"
"假日","25.071,121.617",8,1,"08:00"
"假日","25.003,121.457",8,1,"08:00"
"假日","25.107,121.525",8,1,"08:00"
"假日","22.998,120.206",8,1,"08:00"
"假日","24.978,121.300",8,1,"08:00"
"假日","24.993,121.458",8,1,"08:00"
"假日","23.024,120.255",8,1,"08:00"
"假日","22.673,120.313",8,1,"08:00"
"假日","25.039,121.446",8,1,"08:00"
"假日","24.943,121.372",8,1,"08:00"
"假日","24.134,120.627",8,1,"08:00"
"假日","25.045,121.526",8,1,"08:00"
"假日","25.015,121.467",8,1,"08:00"
"假日","25.486,120.863",8,1,"08:00"
"假日","24.797,120.995",8,1,"08:00"
"假日","24.137,120.704",8,1,"08:00"
"假日","25.138,121.732",8,1,"08:00"
"假日","25.026,121.493",8,1,"08:00"
"假日","24.992,121.285",8,1,"08:00"
"假日","24.802,121.040",8,1,"08:00"
"假日","24.911,121.159",8,1,"08:00"
"假日","25.064,121.595",8,1,"08:00"
"假日","25.000,121.540",8,1,"08:00"
"假日","23.752,120.955",8,1,"08:00"
"假日","25.049,121.548",8,1,"08:00"
"假日","23.017,120.257",8,1,"08:00"
"假日","24.141,120.710",8,1,"08:00"
"假日","25.125,121.525",8,1,"08:00"
"假日","23.500,120.361",8,1,"08:00"
"假日","24.200,120.661",8,1,"08:00"
"假日","24.173,120.668",8,1,"08:00"
"假日","25.010,121.205",8,1,"08:00"
"假日","24.995,121.525",8,1,"08:00"
"假日","25.019,121.471",8,1,"08:00"
"假日","25.133,121.732",8,1,"08:00"
"假日","25.001,121.303",8,1,"08:00"
"假日","24.951,121.238",8,1,"08:00"
"假日","24.950,121.216",8,1,"08:00"
"假日","24.794,121.006",8,1,"08:00"
"假日","22.684,120.318",8,1,"08:00"
"假日","24.932,121.364",8,1,"08:00"
"假日","24.085,120.698",8,1,"08:00"
"假日","25.193,121.446",8,1,"08:00"
